,State,Facility Name,Total Performance Score,PY2019 Payment Reduction Percentage,CMS Certification Date,StateLat,StateLon
2007,FL,FMC - CORAL SPRINGS,66,No Reduction,1/2/2008,27.9757279,-83.8330166
2008,FL,BMA - SAINT JOHNS,51,0.50%,8/11/1995,27.9757279,-83.8330166
2009,GA,FMC DOUGLAS COUNTY,86,No Reduction,5/23/2001,32.6781248,-83.2229757
2010,GA,FRESENIUS MEDICAL CARE BREMEN,85,No Reduction,7/27/2005,32.6781248,-83.2229757
2011,IL,DAVITA - SCHAUMBURG HOME RENAL CENTER,No Score,No Reduction,5/22/2002,39.739318,-89.504139
2012,GA,HARBIN CLINIC CALHOUN DIALYSIS,47,1.00%,9/2/2015,32.6781248,-83.2229757
2013,IL,DAVITA - RENAL CARE CENTER NEW LENOX,54,0.50%,11/27/2012,39.739318,-89.504139
2014,GA,HARBIN CLINIC LLC,No Score,No Reduction,5/22/2013,32.6781248,-83.2229757
2015,FL,JOHN CUNIO DIALYSIS CENTER,80,No Reduction,11/4/1992,27.9757279,-83.8330166
2016,FL,RENAL CARE GROUP - NORTH TAMPA,73,No Reduction,6/9/2000,27.9757279,-83.8330166
2017,FL,DCI UNIVERSITY OF FLORIDA,69,No Reduction,8/1/2007,27.9757279,-83.8330166
2018,IL,FKC - LAKE BLUFF,80,No Reduction,8/29/2005,39.739318,-89.504139
2019,GA,ATHENS EAST DIALYSIS,78,No Reduction,12/20/2007,32.6781248,-83.2229757
2020,FL,RENAL CARE GROUP - NAVARRE,82,No Reduction,3/16/2005,27.9757279,-83.8330166
2021,GA,TIFTON DIALYSIS,50,0.50%,2/27/2008,32.6781248,-83.2229757
2022,FL,CENTRAL FLORIDA KIDNEY CENTER - WINTER GARDEN,68,No Reduction,11/21/2001,27.9757279,-83.8330166
2023,IL,DAVITA - ALSIP HOME TRAINING,No Score,No Reduction,7/7/2016,39.739318,-89.504139
2024,GA,SNAPFINGER DIALYSIS,35,1.50%,3/4/1998,32.6781248,-83.2229757
2025,FL,ST PETERSBURG SOUTH DIALYSIS,69,No Reduction,4/9/2004,27.9757279,-83.8330166
2026,GA,FRESENIUS MEDICAL CARE LAKE LANIER,54,0.50%,12/22/2004,32.6781248,-83.2229757
2027,ID,LIBERTY DIALYSIS - BOISE,79,No Reduction,3/17/2015,45.4945756,-114.1424303
2028,IL,DAVITA - OLNEY DIALYSIS CENTER,64,No Reduction,6/15/2001,39.739318,-89.504139
2029,IN,DAVITA - TELL CITY DIALYSIS CENTER,70,No Reduction,8/1/2001,39.7662195,-86.441277
2030,FL,RENAL CARE PARTNERS HOME PROGRAM,0,2.00%,11/28/2005,27.9757279,-83.8330166
2031,GA,SPALDING COUNTY DIALYSIS,58,0.50%,10/3/2001,32.6781248,-83.2229757
2032,GA,US RENAL CARE OF SOUTH GEORGIA,69,No Reduction,11/21/2000,32.6781248,-83.2229757
2033,IL,FMC - HIGHLAND,86,No Reduction,4/27/2015,39.739318,-89.504139
2034,FL,GOLDTREE KIDNEY CENTER LLC,78,No Reduction,4/23/2008,27.9757279,-83.8330166
2035,FL,DADELAND DIALYSIS,62,No Reduction,11/10/1998,27.9757279,-83.8330166
2036,FL,ARA NORTH JACKSONVILLE,75,No Reduction,4/10/2009,27.9757279,-83.8330166
2037,GA,KENNESTONE DIALYSIS,60,No Reduction,12/18/2008,32.6781248,-83.2229757
2038,IN,US RENAL CARE- NW INDIANAPOLIS RENAL CENTER,69,No Reduction,12/31/2005,39.7662195,-86.441277
2039,IL,FMC - BOLINGBROOK DIALYSIS,65,No Reduction,11/6/2000,39.739318,-89.504139
2040,IL,FMC - PEORIA DOWNTOWN,63,No Reduction,6/12/1995,39.739318,-89.504139
2041,IL,FMC - SOUTH CHICAGO,65,No Reduction,10/5/1978,39.739318,-89.504139
2042,FL,FMC - YBOR CITY,50,0.50%,2/7/1997,27.9757279,-83.8330166
2043,GA,ELLENWOOD DIALYSIS CENTER,51,0.50%,2/2/2012,32.6781248,-83.2229757
2044,IL,DAVITA - SYCAMORE,80,No Reduction,2/1/1990,39.739318,-89.504139
2045,FL,FOUR FREEDOMS DIALYSIS,73,No Reduction,10/5/1998,27.9757279,-83.8330166
2046,IL,USRC - VILLA PARK DIALYSIS,80,No Reduction,8/6/2013,39.739318,-89.504139
2047,IN,DAVITA - JASPER DIALYSIS,83,No Reduction,8/10/1992,39.7662195,-86.441277
2048,FL,CENTRAL FLORIDA KIDNEY CENTER - LONGWOOD,75,No Reduction,4/3/2000,27.9757279,-83.8330166
2049,IL,NX STAGE KIDNEY CARE,46,1.00%,10/1/2014,39.739318,-89.504139
2050,IN,FMC - MORGAN COUNTY,77,No Reduction,6/25/1997,39.7662195,-86.441277
2051,GA,COBB DIALYSIS,57,0.50%,5/10/1991,32.6781248,-83.2229757
2052,HI,FMC LANAI COMMUNITY DIALYSIS CENTER,100,No Reduction,4/6/1999,20.46,-157.505
2053,IL,FMC - MARQUETTE PARK,65,No Reduction,10/4/1993,39.739318,-89.504139
2054,FL,REGENCY DIALYSIS CENTER,57,0.50%,9/26/2007,27.9757279,-83.8330166
2055,IL,DAVITA - SHILOH DIALYSIS,53,0.50%,8/1/2013,39.739318,-89.504139
2056,GA,FMC OF FORT VALLEY,87,No Reduction,3/7/2003,32.6781248,-83.2229757
2057,HI,RAINBOW DIALYSIS LAHAINA,68,No Reduction,6/24/2016,20.46,-157.505
2058,IL,DAVITA - DIXON KIDNEY CENTER,69,No Reduction,9/8/2004,39.739318,-89.504139
2059,FL,SAINT AUGUSTINE DIALYSIS,70,No Reduction,1/10/1996,27.9757279,-83.8330166
2060,IN,FMC - HENDRICKS COUNTY,55,0.50%,8/27/1997,39.7662195,-86.441277
2061,GA,FMC CUMMING,99,No Reduction,3/15/2006,32.6781248,-83.2229757
2062,IL,DAVITA - COBBLESTONE DIALYSIS,59,0.50%,7/1/2010,39.739318,-89.504139
2063,GA,DAVITA INC MILLEDGEVILLE,59,0.50%,10/18/1990,32.6781248,-83.2229757
2064,IL,DAVITA - RED BUD DIALYSIS,64,No Reduction,3/31/2014,39.739318,-89.504139
2065,FL,FT LAUDERDALE DIXIE DIALYSIS,79,No Reduction,8/27/1996,27.9757279,-83.8330166
2066,IL,MEMORIAL MEDICAL CENTER,0,2.00%,1/1/1980,39.739318,-89.504139
2067,FL,ARA - NAPLES SOUTH DIALYSIS CENTER LLC,68,No Reduction,2/7/2011,27.9757279,-83.8330166
2068,FL,WEST TALLAHASSEE DIALYSIS,49,1.00%,10/27/1994,27.9757279,-83.8330166
2069,IL,FMC - CENTRAL ILLINOIS PEKIN,69,No Reduction,1/1/1994,39.739318,-89.504139
2070,FL,FMC - TRADITION,77,No Reduction,5/13/2010,27.9757279,-83.8330166
2071,FL,NORTH OKALOOSA DIALYSIS CENTER,67,No Reduction,7/21/1999,27.9757279,-83.8330166
2072,GA,FMC OF DEKALB GWINNETT INC,71,No Reduction,9/1/1977,32.6781248,-83.2229757
2073,FL,ORANGE PARK KIDNEY CENTER,48,1.00%,9/9/1998,27.9757279,-83.8330166
2074,IL,FRESENIUS MEDICAL CARE KOKE MILL LLC,No Score,No Reduction,8/23/2017,39.739318,-89.504139
2075,GA,GOLDENDALE DIALYSIS LLC,66,No Reduction,6/6/2013,32.6781248,-83.2229757
2076,GA,FMC OF AUGUSTA INC,55,0.50%,9/1/1976,32.6781248,-83.2229757
2077,GA,RAI CARE CENTER PATTERSON,64,No Reduction,9/21/2006,32.6781248,-83.2229757
2078,GA,TIFT REGIONAL MEDICAL CENTER DIALYSIS CENTER,71,No Reduction,9/1/1985,32.6781248,-83.2229757
2079,GA,FMCNA CARTERSVILLE,76,No Reduction,12/22/1993,32.6781248,-83.2229757
2080,IL,FMC - EAST PEORIA DIALYSIS,57,0.50%,1/1/1980,39.739318,-89.504139
2081,FL,NEW SMYRNA BEACH DIALYSIS,81,No Reduction,3/6/1996,27.9757279,-83.8330166
2082,FL,KIDNEY TREATMENT CENTER OF SOUTH FLORIDA,63,No Reduction,1/2/2002,27.9757279,-83.8330166
2083,IN,FMC -  SPENCER,69,No Reduction,9/3/1997,39.7662195,-86.441277
2084,IL,FMC - ROGERS PARK,72,No Reduction,10/25/1996,39.739318,-89.504139
2085,FL,ORLANDO EAST DIALYSIS,74,No Reduction,9/1/1993,27.9757279,-83.8330166
2086,FL,PEMBROKE PINES DIALYSIS,66,No Reduction,6/19/1992,27.9757279,-83.8330166
2087,IL,FMC - CARBONDALE,53,0.50%,3/1/1976,39.739318,-89.504139
2088,IL,FMC - SPRING VALLEY,75,No Reduction,10/1/1993,39.739318,-89.504139
2089,FL,FMC - BOYNTON BEACH GULF STREAM,48,1.00%,6/26/2002,27.9757279,-83.8330166
2090,GA,LAKE HARTWELL DIALYSIS,60,No Reduction,8/30/2012,32.6781248,-83.2229757
2091,GA,NEWNAN DIALYSIS UNIT,67,No Reduction,3/7/1988,32.6781248,-83.2229757
2092,HI,WAIPAHU DIALYSIS,67,No Reduction,2/20/2009,20.46,-157.505
2093,GA,ST MARYS DIALYSIS,64,No Reduction,5/19/1989,32.6781248,-83.2229757
2094,GA,FMC WEST CHATHAM DIALYSIS CENTER,69,No Reduction,5/22/2002,32.6781248,-83.2229757
2095,IL,FMC - MIDWAY DIALYSIS,59,0.50%,8/2/2010,39.739318,-89.504139
2096,IL,DAVITA - LOOP RENAL CENTER,62,No Reduction,1/1/1980,39.739318,-89.504139
2097,IN,FMC- LOGANSPORT DIALYSIS,65,No Reduction,3/28/2003,39.7662195,-86.441277
2098,GA,ELBERTON DIALYSIS FACILITY INC,70,No Reduction,5/14/1987,32.6781248,-83.2229757
2099,IL,FMC - HOFFMAN ESTATES,69,No Reduction,7/5/1990,39.739318,-89.504139
2100,GA,DCI LAFAYETTE,84,No Reduction,6/2/1995,32.6781248,-83.2229757
2101,IL,HOME DIALYSIS SERVICES ELK GROVE LLC,20,2.00%,9/30/2016,39.739318,-89.504139
2102,IL,FMC - SALINE COUNTY,54,0.50%,10/25/1996,39.739318,-89.504139
2103,IL,DAVITA - EMERALD DIALYSIS,38,1.50%,7/22/1982,39.739318,-89.504139
2104,FL,ORLANDO NORTH DIALYSIS,62,No Reduction,9/20/1996,27.9757279,-83.8330166
2105,FL,DELRAY BEACH DIALYSIS CENTER LLC,61,No Reduction,6/13/2007,27.9757279,-83.8330166
2106,IL,IROQUOIS KIDNEY CENTER,71,No Reduction,8/29/2013,39.739318,-89.504139
2107,IL,FMC - OF ELGIN,85,No Reduction,8/31/2011,39.739318,-89.504139
2108,FL,APOPKA DIALYSIS,54,0.50%,3/8/2006,27.9757279,-83.8330166
2109,HI,DSI KAPAHULU DIALYSIS CENTER,76,No Reduction,12/27/2007,20.46,-157.505
2110,GA,DSI WOODSTOCK RENAL CENTER,No Score,No Reduction,9/1/2017,32.6781248,-83.2229757
2111,GA,FMC MUSCOGEE COUNTY,70,No Reduction,1/12/2000,32.6781248,-83.2229757
2112,FL,RENAL CARE GROUP - BREVARD,60,No Reduction,4/23/2004,27.9757279,-83.8330166
2113,FL,MIAMI GARDENS DIALYSIS,69,No Reduction,12/13/2006,27.9757279,-83.8330166
2114,GA,ATHENS RENAL CENTER LLC,39,1.50%,6/26/2014,32.6781248,-83.2229757
2115,GA,LAKE HEARN DIALYSIS,51,0.50%,2/2/2005,32.6781248,-83.2229757
2116,IL,QUINCY MEDICAL GROUP PERITONEAL DIALYSIS CTR,41,1.00%,5/25/2007,39.739318,-89.504139
2117,GA,IRIS CITY DIALYSIS,72,No Reduction,2/4/2002,32.6781248,-83.2229757
2118,GA,FRESENIUS MEDICAL CARE GAINESVILLE,59,0.50%,4/21/1997,32.6781248,-83.2229757
2119,GA,FMC DIALYSIS SERVICES OF WALTON,73,No Reduction,7/3/2002,32.6781248,-83.2229757
2120,GA,BMA OF COVINTON INC,94,No Reduction,5/15/1984,32.6781248,-83.2229757
2121,IL,FMC - NEOMEDICA - MELROSE PARK,73,No Reduction,3/17/1992,39.739318,-89.504139
2122,GA,FRESENIUS MEDICAL CARE RINCON,85,No Reduction,10/29/2008,32.6781248,-83.2229757
2123,IL,FMC - ALEDO,100,No Reduction,12/21/2004,39.739318,-89.504139
2124,FL,WINTER GARDEN DIALYSIS,72,No Reduction,5/27/2009,27.9757279,-83.8330166
2125,IL,DAVITA - HARVEY DIALYSIS,61,No Reduction,10/23/2008,39.739318,-89.504139
2126,IL,TOTAL RENAL CARE - MONTGOMERY COUNTY DIALYSIS,81,No Reduction,2/15/2017,39.739318,-89.504139
2127,IN,FMC - NORTHEAST INDIANA KIDNEY CTR - FORT WAYNE,58,0.50%,1/1/1979,39.7662195,-86.441277
2128,FL,ST PETERSBURG DIALYSIS,65,No Reduction,9/8/2000,27.9757279,-83.8330166
2129,GA,ARBOR PLACE DIALYSIS,53,0.50%,2/5/2009,32.6781248,-83.2229757
2130,FL,HIGHLANDS DIALYSIS CENTER,79,No Reduction,4/1/2005,27.9757279,-83.8330166
2131,GA,EMORY DIALYSIS LLC,58,0.50%,2/2/2010,32.6781248,-83.2229757
2132,ID,LEWIS-CLARK KIDNEY CENTER LLC,54,0.50%,9/17/2015,45.4945756,-114.1424303
2133,GA,RENAL CAREPARTNERS OF GRIFFIN LLC,67,No Reduction,3/20/2013,32.6781248,-83.2229757
2134,IL,FMC - OSWEGO,83,No Reduction,12/1/2006,39.739318,-89.504139
2135,GA,FORD FACTORY SQUARE DIALYSIS,56,0.50%,8/14/1989,32.6781248,-83.2229757
2136,GA,DAVITA NEWNAN DIALYSIS,70,No Reduction,11/29/2000,32.6781248,-83.2229757
2137,HI,DSI WAIPAHU DIALYSIS,72,No Reduction,12/3/2013,20.46,-157.505
2138,IL,HOME DIALYSIS SEVICES HICKORY HILLS LLC,42,1.00%,9/27/2013,39.739318,-89.504139
2139,FL,LAKELAND SOUTH DIALYSIS,62,No Reduction,12/10/1999,27.9757279,-83.8330166
2140,FL,CELEBRATION DIALYSIS,66,No Reduction,5/7/1999,27.9757279,-83.8330166
2141,IL,FMC - CHICAGO WESTSIDE DIALYSIS,68,No Reduction,6/1/2007,39.739318,-89.504139
2142,GA,COMMUNITY DIALYSIS CENTER OF COLUMBUS LLC,60,No Reduction,3/30/2005,32.6781248,-83.2229757
2143,GA,SOUTHSTAR ADAMSVILLE DIALYSIS,67,No Reduction,12/12/2007,32.6781248,-83.2229757
2144,GA,CLASSIC CITY DIALYSIS,73,No Reduction,11/10/2009,32.6781248,-83.2229757
2145,GA,HARBIN CLINIC DIALYSIS CENTER,61,No Reduction,9/8/2005,32.6781248,-83.2229757
2146,GA,OAK STREET DIALYSIS,73,No Reduction,9/26/1977,32.6781248,-83.2229757
2147,IL,DAVITA - WAYNE COUNTY,83,No Reduction,3/13/2008,39.739318,-89.504139
2148,GA,DCI BOXWOOD PLACE,55,0.50%,10/18/2006,32.6781248,-83.2229757
2149,IN,FMC - SHELBYVILLE,64,No Reduction,8/1/1997,39.7662195,-86.441277
2150,GA,WRIGHTSVILLE DIALYSIS,72,No Reduction,8/14/2002,32.6781248,-83.2229757
2151,FL,PALM COAST DIALYSIS,63,No Reduction,11/29/1997,27.9757279,-83.8330166
2152,GA,SUGARLOAF DIALYSIS,73,No Reduction,12/19/2005,32.6781248,-83.2229757
2153,IL,USRC - OAKBROOK LLC,80,No Reduction,4/23/2013,39.739318,-89.504139
2154,IL,DAVITA - DRIFTWOOD DIALYSIS,71,No Reduction,10/15/2012,39.739318,-89.504139
2155,ID,SNAKE RIVER DIALYSIS CENTER,93,No Reduction,7/14/2011,45.4945756,-114.1424303
2156,FL,ARA - BOCA RATON DIALYSIS LLC,59,0.50%,9/22/2000,27.9757279,-83.8330166
2157,HI,KAUAI DIALYSIS FACILITY,90,No Reduction,1/15/2006,20.46,-157.505
2158,GA,TOTAL RENAL CARE INC.,92,No Reduction,7/17/2014,32.6781248,-83.2229757
2159,IN,FMC - DUPONT DIALYSIS,59,0.50%,3/15/2002,39.7662195,-86.441277
2160,GA,FRESENIUS MEDICAL CARE LOGANVILLE LLC,46,1.00%,12/2/2005,32.6781248,-83.2229757
2161,IN,FMC - FLOYD COUNTY,90,No Reduction,5/30/1998,39.7662195,-86.441277
2162,GA,HARBIN CLINIC CEDARTOWN DIALYSIS,67,No Reduction,2/5/2008,32.6781248,-83.2229757
2163,GA,NORTHWEST GEORGIA RENAL CENTER,77,No Reduction,4/5/2006,32.6781248,-83.2229757
2164,IL,DAVITA - ILLINI RENAL DIALYSIS,61,No Reduction,2/3/2003,39.739318,-89.504139
2165,IL,DAVITA - COAL CITY HOME TRAINING,No Score,No Reduction,9/28/2016,39.739318,-89.504139
2166,GA,FRESENIUS MEDICAL CARE - CHAPEL HILL,27,2.00%,3/4/2014,32.6781248,-83.2229757
2167,GA,DCI ALBANY,60,No Reduction,9/1/1976,32.6781248,-83.2229757
2168,IL,FMC - PRAIRIE,59,0.50%,1/1/1988,39.739318,-89.504139
2169,GA,FRESENIUS MEDICAL CARE CLARKE COUNTY,54,0.50%,11/19/1997,32.6781248,-83.2229757
2170,GA,US RENAL CARE FORSYTH,65,No Reduction,10/14/1999,32.6781248,-83.2229757
2171,IN,FMC - CARMEL,71,No Reduction,6/1/2007,39.7662195,-86.441277
2172,IL,DAVITA - MT VERNON DIALYSIS,76,No Reduction,12/5/1988,39.739318,-89.504139
2173,GA,BIO-MEDICAL APPLICATIONS OF GEORGIA INC.,85,No Reduction,10/19/1980,32.6781248,-83.2229757
2174,IL,YORKVILLE DIALYSIS CENTER LLC,76,No Reduction,1/22/2010,39.739318,-89.504139
2175,GA,WARNER ROBINS DIALYSIS CENTER LLC,72,No Reduction,2/10/2015,32.6781248,-83.2229757
2176,IL,TOTAL RENAL CARE INC.,74,No Reduction,9/28/2016,39.739318,-89.504139
2177,GA,FMCNA DIALYSIS SERVICES OF DECATUR,52,0.50%,11/1/2006,32.6781248,-83.2229757
2178,GA,DAVITA GROVEPARK DIALYSIS CENTER,70,No Reduction,5/28/2004,32.6781248,-83.2229757
2179,IL,USRC - BOLINGBROOK,70,No Reduction,1/7/2013,39.739318,-89.504139
2180,IL,FMC - GARFIELD,53,0.50%,10/25/1997,39.739318,-89.504139
2181,GA,JESUP DIALYSIS,68,No Reduction,5/8/1984,32.6781248,-83.2229757
2182,IN,DAVITA - WESTVIEW DIALYSIS,70,No Reduction,12/19/2006,39.7662195,-86.441277
2183,FL,RENAL CARE PARTNERS OF DELRAY BEACH LLC,64,No Reduction,11/21/2007,27.9757279,-83.8330166
2184,GA,RAI CARE CENTERS OF STOCKBRIDGE,65,No Reduction,11/4/2010,32.6781248,-83.2229757
2185,GA,VIDALIA FIRST STREET DIALYSIS,67,No Reduction,7/12/2002,32.6781248,-83.2229757
2186,GA,MID ATLANTA HOME DIALYSIS,59,0.50%,7/21/2011,32.6781248,-83.2229757
2187,IL,DAVITA - SALEM HOME TRAINING,No Score,No Reduction,8/30/2016,39.739318,-89.504139
2188,IL,FMC - NA LAKEVIEW DIALYSIS,69,No Reduction,10/31/2006,39.739318,-89.504139
2189,FL,FMC - WEST PENSACOLA,76,No Reduction,9/30/2004,27.9757279,-83.8330166
2190,HI,DSI KOOLAU DIALYSIS CENTER,79,No Reduction,4/3/2009,20.46,-157.505
2191,GA,HOGANSVILLE DIALYSIS CLINIC,63,No Reduction,7/19/2006,32.6781248,-83.2229757
2192,GA,DECATUR DIALYSIS CENTER,53,0.50%,4/2/1997,32.6781248,-83.2229757
2193,GA,TOTAL RENAL CARE INC,69,No Reduction,4/22/2014,32.6781248,-83.2229757
2194,IL,DAVITA - KENWOOD PD,36,1.50%,8/1/2010,39.739318,-89.504139
2195,FL,FRESENIUS KIDNEY CARE SOUTH TAMPA,18,2.00%,3/16/2005,27.9757279,-83.8330166
2196,FL,POINCIANA DIALYSIS,63,No Reduction,2/14/2011,27.9757279,-83.8330166
2197,FL,LAKEWOOD RANCH DIALYSIS,72,No Reduction,4/6/1998,27.9757279,-83.8330166
2198,GA,DAVITA SOUTHERN CRESCENT DIALYSIS CENTER,68,No Reduction,8/2/2006,32.6781248,-83.2229757
2199,ID,YELLOWSTONE DIALYSIS CENTER,91,No Reduction,10/4/2005,45.4945756,-114.1424303
2200,GA,DSI MACON PINE STREET DIALYSIS,41,1.00%,6/18/2010,32.6781248,-83.2229757
2201,IL,DAVITA - JACKSONVILLE DIALYSIS,71,No Reduction,1/1/2000,39.739318,-89.504139
2202,GA,CENTENNIAL ATLANTA DIALYSIS,46,1.00%,3/3/1999,32.6781248,-83.2229757
2203,IN,FMC - GREENFIELD,65,No Reduction,3/1/2000,39.7662195,-86.441277
2204,GA,DCI DEKALB,72,No Reduction,8/21/1995,32.6781248,-83.2229757
2205,IL,DAVITA - WEST SIDE,60,No Reduction,4/1/2015,39.739318,-89.504139
2206,HI,LEEWARD DIALYSIS FACILITY,72,No Reduction,1/15/2006,20.46,-157.505
2207,IL,FMC - SOUTH SHORE,67,No Reduction,2/13/1995,39.739318,-89.504139
2208,GA,FRESENIUS MEDICAL CARE RIVER CITY,74,No Reduction,11/7/2007,32.6781248,-83.2229757
2209,GA,FMC CROSSROADS,72,No Reduction,9/29/2009,32.6781248,-83.2229757
2210,IL,DAVITA - WOODRIDGE AT HOME,16,2.00%,9/23/2008,39.739318,-89.504139
2211,GA,SATILLA RIVER DIALYSIS,52,0.50%,8/11/2009,32.6781248,-83.2229757
2212,FL,ATLANTIC KIDNEY CENTERS LLC,54,0.50%,11/18/1996,27.9757279,-83.8330166
2213,GA,EMORY DIALYSIS LLC,56,0.50%,2/3/2010,32.6781248,-83.2229757
2214,GA,KIDNEY DIALYSIS CENTER LLC,68,No Reduction,10/21/2008,32.6781248,-83.2229757
2215,IL,FMC - NAPERBROOK,59,0.50%,1/22/2014,39.739318,-89.504139
2216,FL,BMA - WEST DADE,63,No Reduction,2/4/1999,27.9757279,-83.8330166
2217,GA,DSI MILLEDGEVILLE DIALYSIS,48,1.00%,7/22/2010,32.6781248,-83.2229757
2218,IL,DAVITA - LAKE COUNTY DIALYSIS SERVICES INC,74,No Reduction,1/11/1991,39.739318,-89.504139
2219,FL,WEST BEACH DIALYSIS CENTER,86,No Reduction,2/20/2008,27.9757279,-83.8330166
2220,IL,DAVITA - TAYLORVILLE DIALYSIS,73,No Reduction,10/25/1996,39.739318,-89.504139
2221,GA,AMERICUS DIALYSIS,63,No Reduction,2/11/1983,32.6781248,-83.2229757
2222,GA,ARCHBOLD HOME DIALYSIS,60,No Reduction,8/25/2016,32.6781248,-83.2229757
2223,IN,FMC-INDIANAPOLIS MIDTOWN,74,No Reduction,6/14/1999,39.7662195,-86.441277
2224,IL,SUN HEALTH INC,70,No Reduction,10/25/1996,39.739318,-89.504139
2225,FL,FLORIDA RENAL CENTER,68,No Reduction,1/24/2007,27.9757279,-83.8330166
2226,IL,DAVITA - ADAMS COUNTY DIALYSIS,64,No Reduction,10/1/2009,39.739318,-89.504139
2227,GA,DSI MACON DIALYSIS,60,No Reduction,11/2/1978,32.6781248,-83.2229757
2228,IL,DAVITA - WEST JOLIET,75,No Reduction,11/27/2012,39.739318,-89.504139
2229,FL,RENAL CAREPARTNERS AT MEMORIAL WEST LLC,68,No Reduction,7/20/2009,27.9757279,-83.8330166
2230,FL,CAPE CORAL SOUTH DIALYSIS,56,0.50%,8/17/2007,27.9757279,-83.8330166
2231,FL,NEW SMYRNA BEACH ARTIFICIAL KIDNEY CENTER,67,No Reduction,9/4/1996,27.9757279,-83.8330166
2232,FL,RCG - BAPTIST NORTH,74,No Reduction,6/12/2000,27.9757279,-83.8330166
2233,FL,OCALA REGIONAL KIDNEY CENTER EAST,60,No Reduction,12/27/1994,27.9757279,-83.8330166
2234,GA,DOUGLASVILLE DIALYSIS,75,No Reduction,10/4/1982,32.6781248,-83.2229757
2235,GA,DIALYSIS OF LITHONIA,46,1.00%,3/16/2005,32.6781248,-83.2229757
2236,IL,DAVITA - MACON COUNTY DIALYSIS,73,No Reduction,1/1/1998,39.739318,-89.504139
2237,GA,BMA OF MARIETTA INC,83,No Reduction,9/1/1976,32.6781248,-83.2229757
2238,GA,THOMASTON DIALYSIS,61,No Reduction,7/6/1989,32.6781248,-83.2229757
2239,FL,CASSELBERRY DIALYSIS,58,0.50%,12/20/2007,27.9757279,-83.8330166
2240,IL,DAVITA - CRYSTAL SPRINGS DIALYSIS,60,No Reduction,7/1/2010,39.739318,-89.504139
2241,FL,JACKSONVILLE SOUTH DIALYSIS CENTER,47,1.00%,2/6/2009,27.9757279,-83.8330166
2242,FL,WINTER PARK HEMO DIALYSIS,49,1.00%,12/18/2007,27.9757279,-83.8330166
2243,FL,BMA OF FLORIDA INCORPORATED,66,No Reduction,4/18/2005,27.9757279,-83.8330166
2244,FL,HIALEAH ARTIFICIAL KIDNEY CENTER,74,No Reduction,6/26/2006,27.9757279,-83.8330166
2245,IL,TRI CITIES DIALYSIS LLC,70,No Reduction,3/5/2001,39.739318,-89.504139
2246,IL,SHELBYVILLE COMMUNITY DIALYSIS,46,1.00%,2/6/2003,39.739318,-89.504139
2247,IN,DSI - DIALYSIS - LA PORTE,79,No Reduction,10/10/2006,39.7662195,-86.441277
2248,IL,DAVITA - NEW LENOX HOME,56,0.50%,8/20/2015,39.739318,-89.504139
2249,GA,US RENAL CARE COVINGTON DIALYSIS,66,No Reduction,12/21/2001,32.6781248,-83.2229757
2250,IL,FMC - PEORIA NORTH,61,No Reduction,3/19/2001,39.739318,-89.504139
2251,FL,BMA - SOUTH COLLIER,74,No Reduction,3/30/1998,27.9757279,-83.8330166
2252,FL,RENAL CARE GROUP - DESTIN,76,No Reduction,3/25/2004,27.9757279,-83.8330166
2253,IL,FMC - AUSTIN COMMUNITY KIDNEY CENTER,58,0.50%,10/12/2004,39.739318,-89.504139
2254,GA,DCI NORTH COLUMBUS,67,No Reduction,1/2/1995,32.6781248,-83.2229757
2255,IL,DSI - SCOTTSDALE RENAL CENTER,56,0.50%,6/1/1978,39.739318,-89.504139
2256,IL,DAVITA - METRO EAST DIALYSIS,51,0.50%,9/12/1982,39.739318,-89.504139
2257,FL,WEST PENSACOLA DIALYSIS CENTER,79,No Reduction,7/6/2007,27.9757279,-83.8330166
2258,ID,TREASURE VALLEY DIALYSIS CENTER,81,No Reduction,8/16/2006,45.4945756,-114.1424303
2259,GA,DSI KENNESAW LLC,99,No Reduction,3/21/2013,32.6781248,-83.2229757
2260,GA,DSI MACON HEMLOCK DIALYSIS,68,No Reduction,12/22/2005,32.6781248,-83.2229757
2261,FL,SUN CITY CENTER DIALYSIS,64,No Reduction,11/4/1991,27.9757279,-83.8330166
2262,IN,FMC - SEYMOUR,84,No Reduction,4/3/2000,39.7662195,-86.441277
2263,GA,TURNER HILL DIALYSIS,49,1.00%,5/2/2013,32.6781248,-83.2229757
2264,IL,DAVITA - NORTHSIDE HOME TRAINING,62,No Reduction,11/18/2016,39.739318,-89.504139
2265,IL,FMC - MIDAMERICA EVANSTON,85,No Reduction,8/1/2001,39.739318,-89.504139
2266,GA,DSI SOCIAL CIRCLE LLC,62,No Reduction,4/21/2015,32.6781248,-83.2229757
2267,IN,FMC - NEPHROLOGY - MARSHALL COUNTY,73,No Reduction,7/18/2007,39.7662195,-86.441277
2268,IL,FMC - NAPERVILLE NORTH DIALYSIS CENTER,74,No Reduction,10/31/2006,39.739318,-89.504139
2269,IL,AVANTUS HOME THERAPY,74,No Reduction,3/17/2015,39.739318,-89.504139
2270,IL,HOME DIALYSIS SERVICES PEORIA,67,No Reduction,10/20/2015,39.739318,-89.504139
2271,GA,DCI ATLANTA HOME DIALYSIS,39,1.50%,2/29/2000,32.6781248,-83.2229757
2272,IN,FMC - DIALYSIS INSTITUTE OF ANDERSON,61,No Reduction,3/15/1988,39.7662195,-86.441277
